0.716,0.817,5.0,-3.892,0.0,0.0643,0.0817,0.0,0.0657,0.697,103.025,51.58549816,42.58664015,6.756850673,5.221148103,24.91897307,-27.05817993,3.324151775,7.867982864,-12.25437576,2.475167687,-10.16181028,4.398772338
0.518,0.443,10.0,-13.19,0.0,0.0291,0.183,0.683,0.131,0.735,130.095,43.0882425,-23.5810175,-9.67065,-18.5561575,-0.74397,-29.60890125,-11.937405,-1.346015,-3.31987,-2.51896625,-3.995975,-6.06074125
0.457,0.874,1.0,-3.883,1.0,0.0833,0.00344,0.00522,0.129,0.164,149.833,50.76444252,53.52529913,2.859111248,-11.03427689,21.56592583,-36.47194808,0.785378245,4.05033869,-15.95467985,2.640636588,-7.098113721,-0.592159456
0.826,0.451,11.0,-11.676,0.0,0.0705,0.586,0.729,0.112,0.471,115.986,39.80949124,-41.80825398,-58.50911385,21.47704459,40.11217357,-29.8124578,-14.43149602,-8.240347134,-13.33575159,1.148523089,-10.71264889,11.75288217
0.803,0.839,1.0,-7.076,0.0,0.0601,0.0082,0.733,0.0279,0.821,123.964,45.86922981,97.08163367,-57.57067691,44.63262799,31.47678953,-41.18932537,-20.53061092,-0.490085324,-16.45756371,6.007287258,-14.67771559,4.116322526
0.712,0.724,0.0,-8.79,1.0,0.0418,0.0216,0.774,0.0481,0.396,122.007,46.51894302,21.85430459,-17.89032476,28.7658593,12.14170096,-37.90357287,-14.24708119,2.779208775,-13.94237872,0.482457388,-15.90261019,2.538921331
0.45,0.194,0.0,-18.78,1.0,0.0361,0.932,0.868,0.14,0.201,119.204,37.10851304,-50.88368348,-47.60175304,-20.02621043,29.43809217,-32.24641913,-20.78833217,-12.82755304,-3.753688696,1.671918261,-8.058135652,14.45598435
0.464,0.496,0.0,-6.688,1.0,0.0447,0.163,0.000501,0.783,0.0803,113.317,48.35980245,8.212441417,10.2982752,-8.756640327,15.87036921,-19.64116485,11.13788147,0.229149864,-13.36708447,-2.398673025,-13.18799728,-0.681588556
0.226,0.0315,0.0,-27.615,1.0,0.034,0.989,0.964,0.124,0.0381,91.988,30.90236874,-197.1223948,-24.5711483,-35.12787174,46.01728657,-38.69845291,-13.76516834,4.924845691,-4.285388778,-2.588963928,1.510731463,3.492527054
0.66,0.541,7.0,-9.086,1.0,0.044,0.0379,0.000341,0.19,0.787,150.046,45.73951145,4.61461374,-12.6646626,1.491519084,4.801676336,-20.15701374,-5.505859542,-4.341244275,-4.172821374,0.802109924,-14.98527634,-6.686508397
0.546,0.859,1.0,-5.966,1.0,0.0306,0.00223,0.000947,0.0529,0.645,99.965,51.42475801,52.30627403,4.154720067,-8.580858347,20.53457673,-33.44245784,2.037870152,1.094148398,-7.417060708,-0.481157673,-6.102474705,-4.500461214
0.629,0.84,5.0,-8.005,0.0,0.0377,0.00139,0.845,0.37,0.114,123.02,46.53751724,8.296574468,-13.48729274,17.11581071,14.3748518,-43.07709905,18.64195818,-4.458537051,-8.449873808,3.237147469,-8.350314747,1.873119589
0.52,0.901,5.0,-3.083,0.0,0.121,0.00793,0.000901,0.0744,0.62,175.048,53.24929843,61.14157504,13.53559948,-2.721279232,36.30914049,-34.90573997,2.634044503,4.195401396,-8.483710297,1.874356894,-8.192424084,2.776478185
0.661,0.953,6.0,-5.175,1.0,0.059,0.0139,0.75,0.291,0.531,125.978,50.49115683,56.78589515,4.99409375,30.31545064,19.68991209,-45.81992523,-17.65968779,-0.233540888,-16.87978067,10.02227366,-7.322142231,5.249033879
